,territoryName,null_votes,blank_votes,PPD/PSD.CDS-PP.PPM,PS,CH,B.E.,IL,ADN,L,PAN,PCP-PEV,VP,E,JPP,R.I.R.,ND,PCTP/MRPP,MPT.A,NC,PTP,PPD/PSD.CDS-PP,PPM
LOCAL-090209,Freineda,2,0,45.0,36.0,12.0,1.0,1.0,5.0,2.0,0.0,1.0,0.0,1.0,,0.0,0.0,,0.0,,,,
LOCAL-090210,Freixo,1,4,41.0,27.0,18.0,5.0,4.0,3.0,3.0,0.0,1.0,0.0,0.0,,2.0,0.0,,0.0,,,,
LOCAL-090233,Junça e Naves,2,1,41.0,29.0,17.0,3.0,0.0,5.0,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,,0.0,,,,
LOCAL-090234,"Leomil, Mido, Senouras e Aldeia Nova",2,3,37.0,35.0,14.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,,0.0,,,,
LOCAL-090213,Malhada Sorda,9,1,50.0,17.0,40.0,4.0,3.0,3.0,2.0,1.0,2.0,0.0,0.0,,0.0,2.0,,0.0,,,,
LOCAL-090235,Malpartida e Vale de Coelha,0,1,25.0,46.0,18.0,3.0,0.0,3.0,1.0,0.0,8.0,0.0,1.0,,0.0,1.0,,0.0,,,,
LOCAL-090236,Miuzela e Porto de Ovelha,2,5,46.0,67.0,26.0,7.0,8.0,7.0,2.0,3.0,2.0,0.0,0.0,,0.0,0.0,,1.0,,,,
LOCAL-090219,Nave de Haver,2,4,63.0,49.0,28.0,3.0,6.0,4.0,0.0,1.0,1.0,0.0,0.0,,0.0,1.0,,0.0,,,,
LOCAL-090224,São Pedro de Rio Seco,2,1,28.0,24.0,16.0,5.0,0.0,2.0,0.0,2.0,3.0,0.0,0.0,,0.0,0.0,,0.0,,,,
LOCAL-090227,Vale da Mula,2,3,18.0,33.0,25.0,2.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0,,0.0,1.0,,0.0,,,,
LOCAL-090229,Vilar Formoso,16,12,370.0,361.0,238.0,25.0,31.0,34.0,11.0,4.0,6.0,1.0,2.0,,3.0,3.0,,2.0,,,,
LOCAL-090323,Açores e Velosa,4,7,70.0,48.0,78.0,4.0,7.0,12.0,1.0,2.0,4.0,0.0,3.0,,3.0,1.0,,0.0,,,,
LOCAL-090302,Baraçal,4,0,32.0,31.0,43.0,1.0,2.0,3.0,1.0,1.0,2.0,0.0,0.0,,0.0,0.0,,0.0,,,,
LOCAL-090304,Carrapichana,2,1,43.0,40.0,20.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,,,
LOCAL-090322,Casas do Soeiro,6,1,125.0,100.0,39.0,9.0,2.0,3.0,4.0,6.0,3.0,0.0,1.0,,1.0,1.0,,1.0,,,,
LOCAL-090325,"Cortiçô da Serra, Vide entre Vinhas e Salgueirais",0,1,66.0,92.0,33.0,6.0,7.0,6.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,,0.0,,,,
LOCAL-090306,Forno Telheiro,5,3,153.0,88.0,69.0,6.0,3.0,15.0,1.0,5.0,4.0,0.0,1.0,,3.0,1.0,,0.0,,,,
LOCAL-090307,Lajeosa do Mondego,6,3,115.0,155.0,85.0,10.0,7.0,14.0,2.0,0.0,7.0,0.0,1.0,,2.0,1.0,,0.0,,,,
LOCAL-090308,Linhares,4,4,51.0,26.0,21.0,0.0,5.0,7.0,2.0,1.0,0.0,0.0,1.0,,0.0,0.0,,0.0,,,,
LOCAL-090309,Maçal do Chão,1,1,37.0,26.0,20.0,0.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,,0.0,0.0,,0.0,,,,
LOCAL-090310,Mesquitela,2,0,49.0,25.0,38.0,0.0,0.0,5.0,2.0,0.0,1.0,0.0,2.0,,0.0,2.0,,1.0,,,,
LOCAL-090311,Minhocal,1,3,41.0,24.0,13.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,1.0,,1.0,,,,
LOCAL-090312,Prados,1,1,27.0,19.0,22.0,1.0,1.0,4.0,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,,1.0,,,,
LOCAL-090326,Rapa e Cadafaz,2,1,71.0,46.0,15.0,3.0,0.0,7.0,5.0,0.0,2.0,0.0,0.0,,0.0,0.0,,0.0,,,,
LOCAL-090314,Ratoeira,0,1,57.0,45.0,17.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,,0.0,0.0,,0.0,,,,
LOCAL-090324,São Pedro e Santa Maria e Vila Boa do Mondego,18,23,459.0,334.0,236.0,24.0,12.0,28.0,19.0,14.0,13.0,2.0,2.0,,5.0,3.0,,0.0,,,,
LOCAL-090318,Vale de Azares,1,1,66.0,73.0,50.0,1.0,3.0,7.0,0.0,5.0,1.0,0.0,0.0,,0.0,0.0,,0.0,,,,
LOCAL-090418,"Algodres, Vale de Afonsinho e Vilar de Amargo",1,0,119.0,59.0,46.0,3.0,0.0,9.0,2.0,1.0,1.0,0.0,0.0,,0.0,2.0,,0.0,,,,
LOCAL-090419,Almofala e Escarigo,3,2,59.0,22.0,15.0,1.0,2.0,6.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,,,
LOCAL-090403,Castelo Rodrigo,1,1,70.0,56.0,29.0,5.0,1.0,4.0,2.0,1.0,1.0,0.0,0.0,,1.0,0.0,,0.0,,,,
LOCAL-090420,Cinco Vilas e Reigada,0,2,88.0,41.0,46.0,2.0,4.0,5.0,0.0,1.0,0.0,1.0,0.0,,0.0,1.0,,0.0,,,,
LOCAL-090422,Colmeal e Vilar Torpim,3,3,45.0,30.0,36.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,,0.0,2.0,,0.0,,,,
LOCAL-090406,Escalhão,4,3,111.0,144.0,57.0,4.0,2.0,9.0,2.0,1.0,5.0,0.0,2.0,,2.0,0.0,,0.0,,,,
LOCAL-090408,Figueira de Castelo Rodrigo,17,8,469.0,428.0,206.0,30.0,23.0,30.0,20.0,6.0,9.0,0.0,2.0,,2.0,6.0,,0.0,,,,
LOCAL-090421,"Freixeda Torrão, Quintã Pêro Martins, Penha Águia",2,1,101.0,96.0,51.0,2.0,1.0,6.0,0.0,0.0,2.0,0.0,1.0,,0.0,1.0,,0.0,,,,
LOCAL-090410,Mata de Lobos,2,1,81.0,52.0,33.0,2.0,2.0,3.0,1.0,0.0,1.0,0.0,1.0,,0.0,0.0,,0.0,,,,
LOCAL-090415,Vermiosa,4,0,45.0,35.0,58.0,0.0,0.0,2.0,2.0,0.0,3.0,0.0,1.0,,1.0,1.0,,0.0,,,,
LOCAL-090501,Algodres,0,0,58.0,74.0,36.0,5.0,2.0,7.0,2.0,2.0,0.0,0.0,1.0,,0.0,0.0,,0.0,,,,
LOCAL-090502,Casal Vasco,2,1,50.0,39.0,21.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,,,
LOCAL-090517,Cortiçô e Vila Chã,0,1,32.0,52.0,17.0,1.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,,4.0,0.0,,1.0,,,,
LOCAL-090504,Figueiró da Granja,1,2,78.0,73.0,59.0,1.0,2.0,6.0,3.0,1.0,2.0,0.0,2.0,,1.0,1.0,,0.0,,,,
LOCAL-090505,Fornos de Algodres,12,10,284.0,379.0,160.0,22.0,14.0,18.0,11.0,7.0,7.0,1.0,4.0,,5.0,0.0,,0.0,,,,
LOCAL-090507,Infias,1,1,60.0,67.0,36.0,1.0,3.0,4.0,0.0,2.0,1.0,1.0,0.0,,0.0,0.0,,0.0,,,,
LOCAL-090518,"Juncais, Vila Ruiva e Vila Soeiro do Chão",6,7,145.0,104.0,52.0,9.0,3.0,10.0,4.0,2.0,4.0,0.0,1.0,,3.0,2.0,,1.0,,,,
LOCAL-090509,Maceira,0,0,56.0,43.0,18.0,4.0,2.0,8.0,1.0,1.0,1.0,0.0,0.0,,2.0,0.0,,0.0,,,,
LOCAL-090510,Matança,3,1,50.0,26.0,13.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,,,
LOCAL-090511,Muxagata,2,2,48.0,57.0,24.0,1.0,3.0,1.0,2.0,0.0,1.0,1.0,0.0,,1.0,0.0,,0.0,,,,
LOCAL-090512,Queiriz,6,2,57.0,32.0,29.0,3.0,1.0,5.0,0.0,0.0,1.0,0.0,0.0,,0.0,1.0,,0.0,,,,
LOCAL-090519,Sobral Pichorro e Fuinhas,0,2,55.0,53.0,21.0,3.0,3.0,8.0,0.0,1.0,4.0,0.0,0.0,,0.0,1.0,,0.0,,,,
LOCAL-090623,Aldeias e Mangualde da Serra,2,5,95.0,94.0,51.0,5.0,7.0,9.0,1.0,5.0,3.0,0.0,1.0,,0.0,1.0,,0.0,,,,
LOCAL-090602,Arcozelo,4,9,92.0,144.0,52.0,16.0,5.0,8.0,7.0,9.0,5.0,3.0,0.0,,3.0,0.0,,0.0,,,,
LOCAL-090603,Cativelos,3,8,131.0,111.0,46.0,6.0,4.0,15.0,3.0,9.0,1.0,1.0,1.0,,0.0,1.0,,0.0,,,,
LOCAL-090624,Figueiró da Serra e Freixo da Serra,8,2,91.0,50.0,30.0,3.0,2.0,11.0,1.0,2.0,1.0,0.0,1.0,,0.0,1.0,,0.0,,,,
LOCAL-090605,Folgosinho,3,5,53.0,82.0,21.0,8.0,5.0,8.0,3.0,1.0,2.0,1.0,1.0,,1.0,0.0,,0.0,,,,
LOCAL-090625,Gouveia,19,27,551.0,707.0,247.0,42.0,33.0,31.0,30.0,22.0,49.0,0.0,5.0,,3.0,5.0,,0.0,,,,
LOCAL-090626,Melo e Nabais,6,3,146.0,155.0,84.0,13.0,3.0,10.0,3.0,4.0,5.0,0.0,1.0,,2.0,1.0,,0.0,,,,
LOCAL-090627,Moimenta da Serra e Vinhó,9,5,178.0,236.0,86.0,24.0,6.0,9.0,10.0,6.0,9.0,0.0,1.0,,3.0,2.0,,1.0,,,,
LOCAL-090612,Nespereira,5,2,138.0,156.0,56.0,12.0,8.0,7.0,10.0,3.0,13.0,0.0,0.0,,1.0,0.0,,2.0,,,,
LOCAL-090613,Paços da Serra,3,9,111.0,97.0,55.0,9.0,5.0,8.0,7.0,4.0,8.0,0.0,0.0,,1.0,1.0,,0.0,,,,
LOCAL-090614,Ribamondego,0,3,43.0,36.0,32.0,3.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,,1.0,0.0,,0.0,,,,
LOCAL-090628,Rio Torto e Lagarinhos,3,6,203.0,109.0,69.0,11.0,8.0,13.0,11.0,6.0,0.0,0.0,1.0,,2.0,2.0,,0.0,,,,
LOCAL-090617,São Paio,5,6,84.0,140.0,82.0,15.0,2.0,7.0,2.0,4.0,7.0,1.0,2.0,,2.0,3.0,,0.0,,,,
LOCAL-090619,Vila Cortês da Serra,0,5,21.0,41.0,26.0,3.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,,,
LOCAL-090620,Vila Franca da Serra,4,7,33.0,56.0,36.0,4.0,2.0,5.0,2.0,0.0,1.0,0.0,1.0,,0.0,0.0,,0.0,,,,
LOCAL-090621,Vila Nova de Tazem,12,23,396.0,168.0,135.0,24.0,12.0,17.0,16.0,11.0,3.0,2.0,4.0,,5.0,3.0,,1.0,,,,
LOCAL-090766,Adão,5,4,66.0,42.0,23.0,2.0,1.0,8.0,5.0,2.0,2.0,0.0,0.0,,1.0,1.0,,0.0,,,,
LOCAL-090703,Aldeia do Bispo,13,2,40.0,57.0,21.0,3.0,2.0,3.0,2.0,2.0,5.0,0.0,0.0,,0.0,1.0,,0.0,,,,
LOCAL-090704,Aldeia Viçosa,2,0,60.0,81.0,16.0,5.0,5.0,6.0,2.0,1.0,7.0,1.0,1.0,,2.0,1.0,,1.0,,,,
LOCAL-090705,Alvendre,1,5,26.0,44.0,23.0,3.0,1.0,4.0,2.0,2.0,2.0,0.0,0.0,,0.0,0.0,,1.0,,,,
LOCAL-090706,Arrifana,5,4,137.0,80.0,60.0,8.0,16.0,17.0,6.0,0.0,3.0,2.0,0.0,,0.0,3.0,,0.0,,,,
LOCAL-090708,Avelãs da Ribeira,1,2,23.0,37.0,13.0,4.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,,1.0,0.0,,0.0,,,,
LOCAL-090761,Avelãs de Ambom e Rocamondo,1,1,24.0,47.0,16.0,0.0,1.0,1.0,0.0,2.0,3.0,0.0,0.0,,2.0,0.0,,0.0,,,,
LOCAL-090709,Benespera,1,0,36.0,82.0,17.0,5.0,5.0,6.0,0.0,0.0,2.0,0.0,1.0,,1.0,0.0,,1.0,,,,
LOCAL-090711,Casal de Cinza,16,1,113.0,101.0,72.0,5.0,13.0,13.0,2.0,3.0,0.0,1.0,0.0,,2.0,3.0,,2.0,,,,
LOCAL-090712,Castanheira,3,2,85.0,41.0,40.0,4.0,8.0,6.0,0.0,1.0,0.0,0.0,0.0,,2.0,0.0,,0.0,,,,
LOCAL-090713,Cavadoude,7,4,42.0,70.0,33.0,4.0,3.0,2.0,4.0,2.0,0.0,0.0,0.0,,1.0,0.0,,0.0,,,,
LOCAL-090714,Codesseiro,2,1,31.0,60.0,22.0,2.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,,,
LOCAL-090762,Corujeira e Trinta,2,2,80.0,102.0,53.0,13.0,5.0,12.0,6.0,3.0,3.0,0.0,3.0,,4.0,2.0,,1.0,,,,
LOCAL-090716,Faia,2,1,35.0,42.0,20.0,2.0,5.0,2.0,0.0,2.0,0.0,0.0,0.0,,0.0,1.0,,0.0,,,,
LOCAL-090717,Famalicão,15,1,54.0,100.0,58.0,6.0,3.0,11.0,2.0,0.0,4.0,1.0,3.0,,1.0,1.0,,0.0,,,,
LOCAL-090718,Fernão Joanes,2,0,38.0,65.0,14.0,7.0,1.0,5.0,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,,,
LOCAL-090757,Gonçalo,10,5,103.0,284.0,87.0,26.0,10.0,7.0,3.0,2.0,43.0,2.0,0.0,,1.0,2.0,,0.0,,,,
LOCAL-090721,Gonçalo Bocas,3,1,43.0,46.0,34.0,5.0,2.0,5.0,1.0,3.0,4.0,0.0,1.0,,0.0,0.0,,0.0,,,,
LOCAL-090758,Guarda,249,187,5445.0,4683.0,3195.0,609.0,555.0,271.0,339.0,208.0,186.0,20.0,8.0,,38.0,40.0,,10.0,,,,
LOCAL-090759,Jarmelo São Miguel,4,2,69.0,60.0,31.0,4.0,6.0,14.0,1.0,2.0,1.0,0.0,0.0,,1.0,0.0,,0.0,,,,
LOCAL-090760,Jarmelo São Pedro,5,2,46.0,43.0,45.0,3.0,3.0,9.0,1.0,4.0,0.0,1.0,0.0,,0.0,2.0,,1.0,,,,
LOCAL-090722,João Antão,1,0,30.0,21.0,21.0,1.0,6.0,1.0,1.0,0.0,4.0,0.0,0.0,,0.0,0.0,,0.0,,,,
LOCAL-090723,Maçainhas,8,7,150.0,269.0,131.0,18.0,11.0,14.0,13.0,10.0,20.0,2.0,1.0,,1.0,0.0,,2.0,,,,
LOCAL-090724,Marmeleiro,7,1,87.0,41.0,37.0,1.0,1.0,8.0,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,,1.0,,,,
LOCAL-090725,Meios,2,0,23.0,54.0,12.0,1.0,4.0,1.0,0.0,1.0,4.0,0.0,0.0,,0.0,0.0,,1.0,,,,
LOCAL-090763,"Mizarela, Pêro Soares e Vila Soeiro",2,1,22.0,77.0,32.0,4.0,6.0,2.0,1.0,1.0,0.0,1.0,1.0,,1.0,0.0,,1.0,,,,
LOCAL-090728,Panoias de Cima,6,8,105.0,112.0,63.0,13.0,11.0,14.0,9.0,3.0,8.0,0.0,1.0,,0.0,5.0,,0.0,,,,
LOCAL-090729,Pega,5,0,30.0,16.0,18.0,1.0,2.0,3.0,0.0,1.0,1.0,0.0,0.0,,0.0,1.0,,0.0,,,,
LOCAL-090730,Pêra do Moço,11,8,169.0,118.0,140.0,17.0,10.0,10.0,6.0,5.0,6.0,0.0,4.0,,4.0,0.0,,1.0,,,,
LOCAL-090732,Porto da Carne,2,1,63.0,65.0,25.0,4.0,4.0,4.0,1.0,1.0,4.0,0.0,0.0,,0.0,0.0,,0.0,,,,
LOCAL-090764,Pousade e Albardo,1,1,49.0,59.0,35.0,4.0,1.0,10.0,1.0,1.0,2.0,0.0,1.0,,3.0,0.0,,1.0,,,,
LOCAL-090734,Ramela,0,2,27.0,56.0,28.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,,1.0,1.0,,0.0,,,,
LOCAL-090765,Rochoso e Monte Margarida,5,1,44.0,41.0,17.0,2.0,0.0,7.0,0.0,3.0,2.0,1.0,0.0,,1.0,1.0,,0.0,,,,
LOCAL-090738,Santana da Azinha,4,2,59.0,75.0,80.0,4.0,13.0,10.0,4.0,1.0,1.0,0.0,1.0,,1.0,0.0,,0.0,,,,
LOCAL-090744,Sobral da Serra,3,2,42.0,63.0,28.0,5.0,2.0,5.0,0.0,3.0,3.0,0.0,0.0,,0.0,0.0,,0.0,,,,
LOCAL-090746,Vale de Estrela,4,4,55.0,106.0,35.0,9.0,4.0,7.0,8.0,3.0,4.0,0.0,0.0,,0.0,0.0,,1.0,,,,
LOCAL-090747,Valhelhas,3,4,35.0,86.0,36.0,6.0,5.0,6.0,3.0,2.0,8.0,0.0,0.0,,0.0,3.0,,0.0,,,,
LOCAL-090748,Vela,5,2,53.0,94.0,26.0,11.0,11.0,6.0,7.0,2.0,5.0,0.0,0.0,,1.0,1.0,,0.0,,,,
LOCAL-090749,Videmonte,7,3,101.0,78.0,35.0,6.0,4.0,7.0,2.0,6.0,3.0,1.0,1.0,,1.0,0.0,,0.0,,,,
LOCAL-090750,Vila Cortês do Mondego,1,4,32.0,60.0,54.0,4.0,1.0,3.0,0.0,1.0,5.0,0.0,1.0,,1.0,0.0,,0.0,,,,
LOCAL-090751,Vila Fernando,5,2,75.0,55.0,52.0,4.0,5.0,10.0,4.0,3.0,3.0,0.0,0.0,,0.0,1.0,,3.0,,,,
LOCAL-090752,Vila Franca do Deão,2,0,32.0,27.0,12.0,4.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,,1.0,2.0,,0.0,,,,
LOCAL-090753,Vila Garcia,2,1,70.0,64.0,39.0,6.0,5.0,6.0,7.0,2.0,4.0,0.0,0.0,,0.0,1.0,,0.0,,,,
LOCAL-090802,Manteigas (Santa Maria),6,10,206.0,307.0,136.0,32.0,20.0,10.0,14.0,6.0,30.0,1.0,1.0,,0.0,4.0,,1.0,,,,
LOCAL-090803,Manteigas (São Pedro),8,11,154.0,277.0,106.0,33.0,20.0,11.0,8.0,9.0,20.0,1.0,0.0,,5.0,1.0,,2.0,,,,
LOCAL-090801,Sameiro,2,0,42.0,60.0,44.0,9.0,2.0,0.0,5.0,0.0,2.0,0.0,0.0,,1.0,0.0,,1.0,,,,
LOCAL-090804,Vale de Amoreira,5,2,37.0,41.0,26.0,5.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,,0.0,0.0,,0.0,,,,
LOCAL-090901,Aveloso,5,0,39.0,34.0,24.0,2.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,,,
LOCAL-090902,Barreira,1,1,47.0,14.0,14.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,,1.0,0.0,,0.0,,,,
LOCAL-090905,Coriscada,0,1,41.0,26.0,17.0,2.0,0.0,9.0,0.0,0.0,1.0,1.0,0.0,,1.0,0.0,,0.0,,,,
LOCAL-090907,Longroiva,4,0,58.0,30.0,18.0,1.0,2.0,9.0,2.0,1.0,2.0,1.0,1.0,,3.0,0.0,,0.0,,,,
LOCAL-090908,Marialva,3,2,42.0,43.0,13.0,3.0,2.0,2.0,4.0,2.0,5.0,1.0,0.0,,0.0,0.0,,1.0,,,,
LOCAL-090917,"Mêda, Outeiro de Gatos e Fonte Longa",28,12,542.0,446.0,219.0,27.0,25.0,35.0,18.0,14.0,11.0,2.0,2.0,,7.0,5.0,,2.0,,,,
LOCAL-090912,Poço do Canto,3,3,106.0,49.0,36.0,4.0,5.0,14.0,2.0,1.0,3.0,0.0,0.0,,1.0,2.0,,0.0,,,,
LOCAL-090918,Prova e Casteição,3,0,68.0,50.0,32.0,1.0,2.0,8.0,0.0,3.0,4.0,0.0,0.0,,0.0,0.0,,2.0,,,,
LOCAL-090914,Rabaçal,2,4,71.0,21.0,18.0,0.0,1.0,16.0,0.0,0.0,4.0,0.0,0.0,,0.0,1.0,,0.0,,,,
LOCAL-090915,Ranhados,0,0,57.0,32.0,26.0,0.0,1.0,9.0,2.0,0.0,2.0,0.0,0.0,,4.0,0.0,,0.0,,,,
LOCAL-090919,"Vale Flor, Carvalhal e Pai Penela",3,3,57.0,28.0,27.0,4.0,3.0,9.0,1.0,0.0,1.0,1.0,0.0,,1.0,2.0,,0.0,,,,
LOCAL-091028,Agregação das freguesias Sul de Pinhel,6,7,87.0,42.0,43.0,4.0,6.0,8.0,5.0,3.0,5.0,0.0,1.0,,1.0,1.0,,0.0,,,,
LOCAL-091032,Alto do Palurdo,2,4,59.0,44.0,12.0,4.0,1.0,2.0,1.0,3.0,1.0,0.0,0.0,,0.0,1.0,,0.0,,,,
LOCAL-091029,Alverca da Beira/Bouça Cova,3,1,48.0,95.0,52.0,0.0,7.0,11.0,2.0,3.0,0.0,0.0,2.0,,5.0,1.0,,0.0,,,,
LOCAL-091035,Atalaia e Safurdão,2,3,58.0,38.0,19.0,7.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,,1.0,0.0,,0.0,,,,
LOCAL-091009,Ervedosa,2,2,49.0,17.0,9.0,2.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,,,
LOCAL-091010,Freixedas,8,2,167.0,88.0,83.0,8.0,11.0,9.0,6.0,4.0,4.0,0.0,1.0,,1.0,1.0,,0.0,,,,
LOCAL-091012,Lamegal,2,1,61.0,31.0,21.0,3.0,5.0,6.0,0.0,1.0,5.0,0.0,0.0,,1.0,0.0,,0.0,,,,
LOCAL-091013,Lameiras,1,4,66.0,36.0,22.0,2.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,,0.0,1.0,,0.0,,,,
LOCAL-091014,Manigoto,3,6,43.0,18.0,12.0,1.0,4.0,4.0,1.0,0.0,0.0,0.0,1.0,,1.0,0.0,,0.0,,,,
LOCAL-091015,Pala,6,5,120.0,90.0,50.0,5.0,5.0,14.0,2.0,2.0,2.0,0.0,1.0,,0.0,1.0,,0.0,,,,
LOCAL-091017,Pinhel,25,24,772.0,511.0,363.0,66.0,40.0,45.0,24.0,19.0,32.0,3.0,2.0,,10.0,6.0,,1.0,,,,
LOCAL-091018,Pínzio,3,4,71.0,53.0,38.0,9.0,6.0,3.0,2.0,0.0,2.0,0.0,0.0,,0.0,2.0,,0.0,,,,
LOCAL-091024,Souro Pires,3,1,94.0,84.0,56.0,2.0,11.0,12.0,3.0,1.0,4.0,0.0,0.0,,0.0,1.0,,0.0,,,,
LOCAL-091030,Terras de Massueime,1,2,53.0,37.0,16.0,4.0,0.0,7.0,0.0,0.0,3.0,0.0,1.0,,0.0,0.0,,0.0,,,,
LOCAL-091031,Valbom/Bogalhal,0,0,65.0,34.0,8.0,3.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,,0.0,1.0,,0.0,,,,
LOCAL-091033,Vale do Côa,0,1,66.0,8.0,18.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,,0.0,1.0,,1.0,,,,
LOCAL-091034,Vale do Massueime,2,1,67.0,20.0,21.0,4.0,4.0,6.0,1.0,0.0,7.0,0.0,0.0,,1.0,1.0,,0.0,,,,
LOCAL-091027,Vascoveiro,5,3,53.0,17.0,23.0,2.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,,1.0,0.0,,0.0,,,,
LOCAL-091101,Águas Belas,2,5,43.0,31.0,14.0,5.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,,1.0,0.0,,0.0,,,,
LOCAL-091103,Aldeia da Ponte,3,3,29.0,65.0,23.0,6.0,2.0,7.0,1.0,3.0,1.0,0.0,1.0,,1.0,0.0,,0.0,,,,
LOCAL-091141,"Aldeia da Ribeira, Vilar Maior e Badamalos",1,10,69.0,35.0,37.0,3.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,,0.0,2.0,,0.0,,,,
LOCAL-091102,Aldeia do Bispo,1,4,55.0,39.0,21.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,,1.0,1.0,,0.0,,,,
LOCAL-091106,Aldeia Velha,3,2,71.0,42.0,49.0,1.0,2.0,7.0,2.0,2.0,3.0,0.0,1.0,,0.0,1.0,,0.0,,,,
LOCAL-091107,Alfaiates,2,1,43.0,35.0,51.0,6.0,1.0,3.0,0.0,0.0,2.0,0.0,0.0,,0.0,0.0,,0.0,,,,
LOCAL-091109,Baraçal,2,5,44.0,27.0,22.0,3.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,,0.0,,,,
LOCAL-091110,Bendada,4,3,72.0,144.0,43.0,8.0,7.0,6.0,4.0,1.0,2.0,0.0,0.0,,1.0,0.0,,0.0,,,,
LOCAL-091111,Bismula,2,3,16.0,13.0,23.0,5.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,,2.0,0.0,,0.0,,,,
LOCAL-091112,Casteleiro,6,2,27.0,64.0,30.0,7.0,3.0,8.0,0.0,0.0,3.0,1.0,2.0,,0.0,0.0,,0.0,,,,
LOCAL-091113,Cerdeira,1,6,31.0,28.0,27.0,1.0,1.0,0.0,1.0,0.0,3.0,0.0,1.0,,0.0,0.0,,0.0,,,,
LOCAL-091114,Fóios,5,2,25.0,58.0,42.0,1.0,4.0,7.0,0.0,0.0,1.0,0.0,0.0,,1.0,1.0,,0.0,,,,
LOCAL-091142,Lajeosa e Forcalhos,0,0,27.0,30.0,24.0,2.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,,0.0,,,,
LOCAL-091118,Malcata,6,3,29.0,47.0,34.0,4.0,4.0,9.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,,0.0,,,,
LOCAL-091120,Nave,2,1,35.0,20.0,32.0,4.0,5.0,1.0,2.0,0.0,0.0,0.0,2.0,,1.0,2.0,,0.0,,,,
LOCAL-091143,"Pousafoles do Bispo, Pena Lobo e Lomba",5,2,79.0,60.0,34.0,8.0,3.0,10.0,4.0,7.0,2.0,0.0,3.0,,2.0,4.0,,0.0,,,,
LOCAL-091123,Quadrazais,4,1,41.0,56.0,39.0,4.0,3.0,8.0,4.0,1.0,1.0,0.0,1.0,,1.0,1.0,,1.0,,,,
LOCAL-091124,Quintas de São Bartolomeu,0,1,32.0,28.0,26.0,5.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,,1.0,1.0,,0.0,,,,
LOCAL-091125,Rapoula do Côa,2,5,44.0,25.0,24.0,1.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,,,
LOCAL-091126,Rebolosa,2,2,55.0,22.0,21.0,3.0,3.0,3.0,0.0,1.0,2.0,2.0,1.0,,0.0,1.0,,0.0,,,,
LOCAL-091127,Rendo,0,2,42.0,25.0,42.0,5.0,0.0,4.0,0.0,2.0,0.0,0.0,1.0,,0.0,0.0,,0.0,,,,
LOCAL-091144,"Ruvina, Ruivós e Vale das Éguas",2,1,41.0,28.0,14.0,2.0,2.0,9.0,4.0,1.0,2.0,1.0,0.0,,0.0,0.0,,0.0,,,,
