,territoryName,null_votes,blank_votes,PS,PPD/PSD,CDS-PP,B.E.,CH,A,L,PCP-PEV,PPM,IL,MAS,PAN,PCTP/MRPP,MPT,PDR,PNR,PTP,R.I.R.,NC,PURP,JPP
LOCAL-180319,Pinheiro,5,10,131.0,124.0,12.0,19.0,1.0,1.0,0.0,4.0,3.0,2.0,,3.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0
LOCAL-180327,Reriz e Gafanhão,10,10,186.0,101.0,18.0,19.0,2.0,1.0,0.0,9.0,2.0,1.0,,10.0,1.0,0.0,1.0,0.0,0.0,4.0,2.0,3.0,0.0
LOCAL-180322,São Joaninho,3,6,40.0,84.0,19.0,9.0,0.0,3.0,0.0,2.0,1.0,0.0,,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0
LOCAL-180418,"Alhões, Bustelo, Gralheira e Ramires",7,6,175.0,113.0,15.0,13.0,3.0,1.0,0.0,4.0,0.0,3.0,,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
LOCAL-180403,Cinfães,24,23,657.0,396.0,55.0,98.0,13.0,4.0,5.0,29.0,6.0,7.0,,21.0,4.0,1.0,2.0,0.0,2.0,12.0,1.0,1.0,0.0
LOCAL-180404,Espadanedo,16,15,162.0,221.0,29.0,31.0,4.0,1.0,1.0,4.0,1.0,3.0,,13.0,3.0,0.0,0.0,0.0,1.0,21.0,1.0,2.0,1.0
LOCAL-180405,Ferreiros de Tendais,7,2,137.0,61.0,38.0,7.0,2.0,1.0,0.0,1.0,2.0,1.0,,11.0,1.0,2.0,0.0,0.0,0.0,7.0,0.0,2.0,0.0
LOCAL-180406,Fornelos,19,14,159.0,65.0,23.0,21.0,0.0,0.0,0.0,2.0,2.0,1.0,,4.0,2.0,1.0,0.0,1.0,0.0,10.0,0.0,0.0,0.0
LOCAL-180408,Moimenta,11,2,121.0,51.0,8.0,5.0,0.0,0.0,2.0,2.0,0.0,0.0,,7.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0
LOCAL-180409,Nespereira,20,10,346.0,331.0,40.0,47.0,1.0,2.0,2.0,16.0,1.0,0.0,,5.0,6.0,3.0,3.0,1.0,1.0,12.0,0.0,2.0,0.0
LOCAL-180410,Oliveira do Douro,12,8,300.0,112.0,27.0,40.0,8.0,4.0,2.0,19.0,1.0,3.0,,16.0,5.0,1.0,3.0,1.0,1.0,11.0,0.0,1.0,0.0
LOCAL-180412,Santiago de Piães,19,9,292.0,153.0,37.0,31.0,4.0,0.0,3.0,13.0,2.0,0.0,,11.0,5.0,0.0,2.0,0.0,5.0,12.0,0.0,1.0,0.0
LOCAL-180413,São Cristóvão de Nogueira,13,13,376.0,168.0,19.0,35.0,5.0,4.0,3.0,10.0,2.0,3.0,,12.0,3.0,0.0,4.0,1.0,1.0,14.0,0.0,1.0,1.0
LOCAL-180414,Souselo,12,24,547.0,304.0,46.0,57.0,6.0,1.0,1.0,18.0,3.0,1.0,,34.0,10.0,2.0,3.0,3.0,0.0,27.0,0.0,0.0,0.0
LOCAL-180415,Tarouquela,5,12,223.0,133.0,15.0,18.0,5.0,0.0,3.0,12.0,2.0,2.0,,24.0,3.0,1.0,2.0,1.0,1.0,11.0,0.0,2.0,0.0
LOCAL-180416,Tendais,4,6,140.0,168.0,30.0,20.0,2.0,0.0,0.0,2.0,3.0,1.0,,6.0,3.0,0.0,2.0,1.0,1.0,3.0,0.0,1.0,0.0
LOCAL-180417,Travanca,6,6,247.0,79.0,21.0,22.0,2.0,2.0,0.0,3.0,1.0,2.0,,4.0,0.0,0.0,2.0,0.0,2.0,6.0,0.0,0.0,0.0
LOCAL-180502,Avões,3,5,96.0,51.0,12.0,29.0,0.0,2.0,4.0,57.0,0.0,2.0,,6.0,5.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0
LOCAL-180526,"Bigorne, Magueija e Pretarouca",6,9,155.0,105.0,21.0,33.0,7.0,5.0,3.0,14.0,0.0,2.0,,3.0,2.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0
LOCAL-180504,Britiande,4,6,181.0,172.0,23.0,37.0,5.0,0.0,3.0,10.0,1.0,0.0,,9.0,3.0,0.0,2.0,0.0,0.0,3.0,0.0,2.0,0.0
LOCAL-180505,Cambres,6,7,331.0,158.0,33.0,48.0,3.0,1.0,1.0,27.0,4.0,3.0,,8.0,5.0,0.0,3.0,1.0,0.0,3.0,0.0,2.0,0.0
LOCAL-180527,"Cepões, Meijinhos e Melcões",10,4,192.0,234.0,31.0,43.0,7.0,0.0,2.0,9.0,1.0,1.0,,13.0,1.0,0.0,2.0,0.0,0.0,6.0,1.0,2.0,2.0
LOCAL-180507,Ferreirim,12,9,188.0,160.0,25.0,31.0,1.0,1.0,2.0,8.0,0.0,4.0,,10.0,3.0,0.0,1.0,0.0,1.0,7.0,2.0,0.0,0.0
LOCAL-180508,Ferreiros de Avões,5,1,82.0,71.0,29.0,24.0,0.0,1.0,0.0,10.0,2.0,0.0,,3.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0
LOCAL-180509,Figueira,6,2,38.0,55.0,14.0,8.0,2.0,0.0,1.0,2.0,0.0,0.0,,2.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0
LOCAL-180510,Lalim,8,4,130.0,167.0,19.0,22.0,5.0,0.0,1.0,13.0,1.0,0.0,,2.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0
LOCAL-180525,Lamego (Almacave e Sé),108,76,2230.0,1988.0,351.0,580.0,115.0,29.0,34.0,246.0,11.0,42.0,,129.0,35.0,6.0,8.0,8.0,3.0,38.0,5.0,10.0,0.0
LOCAL-180511,Lazarim,6,3,79.0,101.0,32.0,15.0,5.0,3.0,1.0,2.0,0.0,0.0,,3.0,3.0,1.0,4.0,0.0,0.0,4.0,1.0,1.0,0.0
LOCAL-180528,Parada do Bispo e Valdigem,9,12,235.0,122.0,27.0,18.0,9.0,2.0,2.0,12.0,1.0,4.0,,5.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
LOCAL-180516,Penajóia,7,11,142.0,108.0,47.0,23.0,12.0,1.0,0.0,9.0,1.0,0.0,,7.0,2.0,0.0,2.0,0.0,1.0,5.0,1.0,0.0,0.0
LOCAL-180517,Penude,16,9,272.0,249.0,60.0,52.0,8.0,3.0,1.0,5.0,1.0,0.0,,8.0,2.0,0.0,1.0,2.0,2.0,4.0,1.0,1.0,0.0
LOCAL-180519,Samodães,3,0,39.0,14.0,11.0,5.0,1.0,0.0,0.0,0.0,1.0,5.0,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
LOCAL-180520,Sande,6,6,189.0,105.0,16.0,18.0,2.0,1.0,1.0,11.0,0.0,4.0,,14.0,6.0,0.0,3.0,0.0,1.0,4.0,0.0,0.0,0.0
LOCAL-180523,Várzea de Abrunhais,3,0,86.0,48.0,35.0,15.0,4.0,2.0,0.0,1.0,2.0,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0
LOCAL-180524,Vila Nova de Souto d'El-Rei,15,6,119.0,152.0,27.0,23.0,8.0,1.0,3.0,8.0,1.0,1.0,,13.0,3.0,0.0,2.0,1.0,0.0,6.0,0.0,0.0,0.0
LOCAL-180601,Abrunhosa-a-Velha,2,3,101.0,84.0,11.0,19.0,3.0,4.0,0.0,4.0,1.0,0.0,,9.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
LOCAL-180602,Alcafache,9,12,193.0,108.0,13.0,30.0,5.0,4.0,4.0,11.0,1.0,1.0,,10.0,3.0,0.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0
LOCAL-180605,Cunha Baixa,8,7,169.0,175.0,27.0,38.0,4.0,5.0,1.0,6.0,2.0,0.0,,8.0,3.0,0.0,2.0,0.0,0.0,6.0,0.0,1.0,0.0
LOCAL-180606,Espinho,11,16,172.0,124.0,32.0,26.0,3.0,4.0,3.0,4.0,0.0,1.0,,4.0,2.0,4.0,7.0,2.0,0.0,1.0,1.0,1.0,0.0
LOCAL-180607,Fornos de Maceira Dão,9,23,311.0,198.0,40.0,66.0,1.0,10.0,4.0,15.0,0.0,3.0,,8.0,6.0,2.0,2.0,1.0,0.0,6.0,0.0,2.0,1.0
LOCAL-180608,Freixiosa,0,4,47.0,48.0,6.0,3.0,0.0,3.0,0.0,2.0,0.0,0.0,,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
LOCAL-180619,"Mangualde, Mesquitela e Cunha Alta",110,165,2040.0,1345.0,157.0,354.0,61.0,49.0,32.0,148.0,7.0,28.0,,115.0,25.0,10.0,10.0,8.0,1.0,21.0,4.0,8.0,2.0
LOCAL-180620,Moimenta de Maceira Dão e Lobelhe do Mato,10,14,185.0,152.0,15.0,26.0,3.0,1.0,0.0,8.0,2.0,1.0,,14.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0
LOCAL-180614,Quintela de Azurara,4,11,152.0,64.0,8.0,28.0,2.0,0.0,0.0,2.0,0.0,0.0,,3.0,0.0,0.0,2.0,1.0,0.0,3.0,1.0,3.0,0.0
LOCAL-180621,Santiago de Cassurrães e Póvoa de Cervães,21,23,290.0,163.0,22.0,34.0,7.0,4.0,2.0,11.0,4.0,1.0,,10.0,4.0,14.0,2.0,1.0,3.0,3.0,1.0,0.0,1.0
LOCAL-180616,São João da Fresta,6,1,36.0,40.0,8.0,5.0,0.0,1.0,0.0,4.0,0.0,0.0,,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
LOCAL-180622,"Tavares (Chãs, Várzea e Travanca)",17,16,213.0,232.0,40.0,22.0,13.0,8.0,5.0,6.0,2.0,0.0,,13.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,3.0,1.0
LOCAL-180702,Alvite,5,12,193.0,178.0,18.0,20.0,3.0,1.0,1.0,15.0,1.0,3.0,,8.0,2.0,0.0,2.0,1.0,0.0,6.0,0.0,2.0,0.0
LOCAL-180703,Arcozelos,3,20,85.0,99.0,18.0,20.0,1.0,9.0,0.0,2.0,0.0,1.0,,4.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0
LOCAL-180705,Baldos,4,3,37.0,28.0,9.0,1.0,0.0,1.0,1.0,4.0,0.0,0.0,,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
LOCAL-180706,Cabaços,2,5,50.0,62.0,12.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,,0.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
LOCAL-180707,Caria,4,4,77.0,85.0,16.0,13.0,1.0,2.0,0.0,2.0,0.0,0.0,,3.0,2.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0
LOCAL-180708,Castelo,3,1,30.0,38.0,10.0,5.0,3.0,0.0,0.0,1.0,0.0,0.0,,4.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
LOCAL-180709,Leomil,7,15,151.0,176.0,53.0,31.0,5.0,4.0,0.0,13.0,0.0,3.0,,6.0,6.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0
LOCAL-180710,Moimenta da Beira,23,36,516.0,341.0,116.0,78.0,13.0,13.0,10.0,41.0,1.0,3.0,,33.0,8.0,2.0,2.0,2.0,1.0,9.0,2.0,3.0,0.0
LOCAL-180721,Paradinha e Nagosa,4,5,45.0,38.0,9.0,6.0,0.0,1.0,2.0,3.0,0.0,2.0,,6.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
LOCAL-180713,Passô,3,2,71.0,42.0,22.0,14.0,3.0,3.0,0.0,12.0,0.0,0.0,,4.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
LOCAL-180722,"Pêra Velha, Aldeia de Nacomba e Ariz",5,5,77.0,93.0,33.0,14.0,0.0,2.0,0.0,3.0,1.0,1.0,,2.0,3.0,2.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0
LOCAL-180723,Peva e Segões,5,7,86.0,132.0,41.0,5.0,1.0,1.0,3.0,4.0,1.0,0.0,,4.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0
LOCAL-180717,Sarzedo,1,3,19.0,30.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
LOCAL-180719,Sever,8,2,79.0,106.0,28.0,9.0,4.0,0.0,0.0,2.0,0.0,0.0,,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
LOCAL-180716,Vila da Rua,5,13,122.0,102.0,18.0,21.0,2.0,0.0,0.0,3.0,1.0,0.0,,5.0,4.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0
LOCAL-180720,Vilar,4,2,56.0,70.0,12.0,6.0,2.0,2.0,0.0,1.0,0.0,0.0,,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0
LOCAL-180802,Cercosa,4,7,88.0,47.0,4.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOCAL-180804,Espinho,9,17,166.0,189.0,30.0,36.0,4.0,1.0,1.0,3.0,1.0,1.0,,10.0,3.0,0.0,2.0,2.0,3.0,4.0,0.0,1.0,0.0
LOCAL-180805,Marmeleira,3,8,104.0,62.0,5.0,18.0,1.0,0.0,2.0,4.0,0.0,0.0,,9.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
LOCAL-180811,"Mortágua, Vale de Remígio, Cortegaça e Almaça",19,120,824.0,546.0,68.0,183.0,11.0,9.0,8.0,48.0,1.0,6.0,,30.0,5.0,3.0,3.0,2.0,2.0,13.0,1.0,1.0,1.0
LOCAL-180807,Pala,9,30,111.0,162.0,32.0,27.0,1.0,1.0,1.0,4.0,2.0,0.0,,2.0,4.0,3.0,1.0,1.0,1.0,7.0,0.0,3.0,0.0
LOCAL-180808,Sobral,13,59,300.0,428.0,68.0,94.0,7.0,7.0,2.0,11.0,2.0,7.0,,15.0,4.0,0.0,3.0,2.0,0.0,2.0,1.0,3.0,0.0
LOCAL-180809,Trezói,1,8,84.0,60.0,10.0,9.0,1.0,0.0,1.0,3.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0
LOCAL-180901,Canas de Senhorim,50,45,566.0,420.0,79.0,221.0,11.0,14.0,10.0,80.0,8.0,5.0,,61.0,9.0,0.0,6.0,0.0,3.0,18.0,8.0,4.0,3.0
LOCAL-180910,Carvalhal Redondo e Aguieira,7,24,294.0,210.0,39.0,47.0,7.0,3.0,2.0,15.0,1.0,3.0,,11.0,2.0,0.0,1.0,1.0,0.0,3.0,2.0,2.0,2.0
LOCAL-180908,Lapa do Lobo,8,10,160.0,82.0,24.0,24.0,3.0,1.0,1.0,26.0,0.0,1.0,,9.0,3.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0
LOCAL-180903,Nelas,37,69,756.0,601.0,97.0,206.0,28.0,16.0,12.0,59.0,4.0,10.0,,59.0,11.0,6.0,3.0,3.0,1.0,20.0,1.0,5.0,14.0
LOCAL-180911,Santar e Moreira,16,26,330.0,208.0,45.0,51.0,10.0,3.0,2.0,9.0,2.0,2.0,,22.0,3.0,0.0,2.0,1.0,1.0,2.0,0.0,1.0,4.0
LOCAL-180905,Senhorim,10,13,180.0,162.0,42.0,42.0,4.0,1.0,2.0,11.0,3.0,0.0,,12.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,2.0,1.0
LOCAL-180906,Vilar Seco,7,3,119.0,143.0,16.0,34.0,6.0,1.0,2.0,2.0,1.0,0.0,,9.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0
LOCAL-181013,Arca e Varzielas,4,13,61.0,200.0,26.0,24.0,1.0,2.0,1.0,6.0,0.0,1.0,,6.0,2.0,1.0,1.0,4.0,0.0,3.0,3.0,0.0,1.0
LOCAL-181002,Arcozelo das Maias,17,20,172.0,250.0,50.0,65.0,4.0,1.0,4.0,16.0,2.0,3.0,,9.0,5.0,0.0,0.0,1.0,2.0,7.0,8.0,2.0,0.0
LOCAL-181014,Destriz e Reigoso,8,8,146.0,125.0,22.0,19.0,1.0,0.0,1.0,8.0,2.0,1.0,,3.0,1.0,0.0,2.0,1.0,2.0,3.0,4.0,1.0,0.0
LOCAL-181015,"Oliveira de Frades, Souto de Lafões e Sejães",44,77,550.0,681.0,119.0,165.0,14.0,14.0,7.0,45.0,2.0,7.0,,49.0,8.0,2.0,5.0,6.0,1.0,28.0,15.0,1.0,0.0
LOCAL-181005,Pinheiro,13,24,160.0,217.0,43.0,41.0,8.0,5.0,5.0,25.0,0.0,6.0,,12.0,3.0,0.0,3.0,1.0,0.0,8.0,6.0,2.0,0.0
LOCAL-181007,Ribeiradio,10,10,209.0,173.0,27.0,33.0,4.0,0.0,2.0,4.0,1.0,2.0,,5.0,0.0,0.0,0.0,0.0,2.0,7.0,2.0,1.0,0.0
LOCAL-181008,São João da Serra,4,10,83.0,114.0,16.0,14.0,0.0,2.0,0.0,3.0,2.0,1.0,,9.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
LOCAL-181009,São Vicente de Lafões,11,9,119.0,154.0,26.0,34.0,2.0,2.0,2.0,8.0,1.0,2.0,,7.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,2.0
LOCAL-181114,Antas e Matela,4,4,84.0,110.0,23.0,10.0,7.0,0.0,0.0,0.0,0.0,0.0,,2.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0
LOCAL-181102,Castelo de Penalva,11,8,124.0,167.0,20.0,20.0,3.0,2.0,1.0,8.0,1.0,2.0,,10.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0
LOCAL-181103,Esmolfe,5,10,86.0,76.0,22.0,19.0,2.0,2.0,2.0,7.0,0.0,0.0,,3.0,3.0,0.0,5.0,2.0,0.0,0.0,1.0,2.0,0.0
LOCAL-181104,Germil,5,11,120.0,46.0,12.0,11.0,1.0,2.0,0.0,4.0,1.0,0.0,,1.0,0.0,0.0,2.0,0.0,0.0,7.0,0.0,0.0,0.0
LOCAL-181105,Ínsua,18,34,488.0,284.0,49.0,68.0,10.0,7.0,2.0,34.0,1.0,4.0,,23.0,3.0,0.0,5.0,3.0,0.0,2.0,2.0,0.0,0.0
LOCAL-181106,Lusinde,1,3,46.0,46.0,9.0,7.0,1.0,0.0,0.0,1.0,0.0,1.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
LOCAL-181109,Pindo,20,21,402.0,255.0,46.0,45.0,6.0,6.0,5.0,19.0,3.0,3.0,,8.0,11.0,0.0,2.0,2.0,3.0,6.0,1.0,1.0,0.0
LOCAL-181110,Real,5,2,37.0,34.0,10.0,9.0,1.0,1.0,0.0,15.0,0.0,3.0,,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
LOCAL-181111,Sezures,5,10,162.0,109.0,7.0,10.0,0.0,0.0,0.0,3.0,0.0,0.0,,5.0,4.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0
LOCAL-181112,Trancozelos,10,1,89.0,31.0,7.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
LOCAL-181115,Vila Cova do Covelo/Mareco,1,2,62.0,83.0,12.0,9.0,1.0,1.0,0.0,0.0,1.0,0.0,,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
LOCAL-181210,Antas e Ourozinho,8,4,45.0,74.0,4.0,8.0,0.0,1.0,0.0,4.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
LOCAL-181202,Beselga,5,2,55.0,65.0,5.0,9.0,0.0,1.0,0.0,5.0,0.0,0.0,,7.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
LOCAL-181203,Castainço,2,1,34.0,36.0,1.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
LOCAL-181211,Penedono e Granja,12,18,194.0,167.0,31.0,37.0,2.0,2.0,2.0,13.0,0.0,3.0,,4.0,3.0,2.0,0.0,1.0,1.0,9.0,1.0,0.0,0.0
LOCAL-181207,Penela da Beira,4,0,61.0,67.0,10.0,8.0,0.0,0.0,2.0,0.0,0.0,1.0,,2.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0
LOCAL-181208,Póvoa de Penela,4,6,51.0,48.0,8.0,6.0,0.0,2.0,0.0,2.0,1.0,0.0,,7.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0
LOCAL-181209,Souto,6,1,29.0,98.0,14.0,13.0,1.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOCAL-181316,Anreade e São Romão de Aregos,17,18,444.0,219.0,33.0,41.0,2.0,2.0,4.0,6.0,0.0,2.0,,8.0,2.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,2.0
LOCAL-181302,Barrô,13,4,106.0,99.0,13.0,20.0,5.0,2.0,0.0,8.0,0.0,1.0,,2.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,5.0,1.0
LOCAL-181303,Cárquere,7,5,170.0,162.0,17.0,19.0,3.0,0.0,1.0,8.0,1.0,1.0,,4.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0
LOCAL-181317,Felgueiras e Feirão,7,8,88.0,90.0,11.0,11.0,0.0,4.0,0.0,3.0,1.0,2.0,,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
LOCAL-181318,Freigil e Miomães,4,5,253.0,98.0,15.0,19.0,3.0,0.0,0.0,2.0,2.0,0.0,,2.0,2.0,0.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0
LOCAL-181319,Ovadas e Panchorra,5,6,101.0,62.0,22.0,9.0,0.0,0.0,1.0,0.0,1.0,1.0,,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
LOCAL-181310,Paus,3,6,133.0,80.0,7.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,,4.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0
LOCAL-181311,Resende,27,26,668.0,464.0,79.0,104.0,7.0,5.0,3.0,24.0,4.0,6.0,,38.0,6.0,3.0,5.0,2.0,6.0,10.0,0.0,0.0,0.0
LOCAL-181312,São Cipriano,7,3,137.0,185.0,25.0,19.0,4.0,2.0,2.0,5.0,1.0,0.0,,5.0,0.0,1.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0
LOCAL-181313,São João de Fontoura,5,3,123.0,115.0,17.0,9.0,3.0,1.0,0.0,3.0,1.0,0.0,,5.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
LOCAL-181314,São Martinho de Mouros,13,10,254.0,219.0,37.0,30.0,2.0,3.0,1.0,4.0,0.0,5.0,,2.0,3.0,2.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0
LOCAL-181410,Ovoa e Vimieiro,17,18,282.0,273.0,39.0,57.0,5.0,2.0,3.0,8.0,2.0,6.0,,16.0,5.0,0.0,4.0,1.0,0.0,2.0,2.0,0.0,1.0
LOCAL-181403,Pinheiro de Ázere,11,19,217.0,138.0,14.0,39.0,3.0,3.0,1.0,9.0,0.0,4.0,,6.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0
LOCAL-181411,Santa Comba Dão e Couto do Mosteiro,64,88,708.0,716.0,103.0,172.0,27.0,20.0,15.0,28.0,5.0,13.0,,48.0,5.0,4.0,8.0,5.0,2.0,9.0,4.0,8.0,2.0
LOCAL-181405,São Joaninho,14,18,187.0,207.0,25.0,34.0,3.0,1.0,0.0,7.0,0.0,1.0,,11.0,0.0,2.0,0.0,1.0,2.0,5.0,0.0,3.0,1.0
LOCAL-181406,São João de Areias,28,16,314.0,309.0,35.0,71.0,3.0,8.0,5.0,24.0,3.0,0.0,,15.0,7.0,0.0,3.0,1.0,1.0,2.0,0.0,3.0,0.0
LOCAL-181412,Treixedo e Nagozela,18,27,238.0,231.0,38.0,47.0,2.0,2.0,2.0,11.0,0.0,3.0,,12.0,3.0,4.0,1.0,3.0,1.0,3.0,3.0,4.0,0.0
LOCAL-181501,Castanheiro do Sul,6,2,72.0,97.0,5.0,7.0,1.0,0.0,0.0,7.0,2.0,0.0,,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0
LOCAL-181502,Ervedosa do Douro,6,13,182.0,137.0,21.0,30.0,0.0,0.0,0.0,3.0,2.0,0.0,,11.0,1.0,2.0,0.0,0.0,0.0,16.0,1.0,0.0,0.0
LOCAL-181504,Nagozelo do Douro,3,7,67.0,70.0,12.0,12.0,0.0,0.0,1.0,2.0,1.0,0.0,,1.0,1.0,0.0,1.0,0.0,0.0,8.0,1.0,2.0,1.0
LOCAL-181505,Paredes da Beira,5,3,69.0,142.0,13.0,19.0,1.0,1.0,0.0,3.0,0.0,1.0,,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
LOCAL-181507,Riodades,5,4,88.0,91.0,13.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
LOCAL-181515,São João da Pesqueira e Várzea de Trevões,15,12,293.0,425.0,54.0,85.0,7.0,4.0,2.0,28.0,3.0,5.0,,22.0,6.0,1.0,3.0,2.0,0.0,10.0,1.0,0.0,0.0
LOCAL-181509,Soutelo do Douro,3,1,74.0,115.0,17.0,11.0,0.0,2.0,0.0,1.0,1.0,2.0,,0.0,2.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0
LOCAL-181516,Trevões e Espinhosa,17,3,106.0,116.0,22.0,12.0,0.0,2.0,0.0,1.0,0.0,2.0,,4.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,4.0,0.0
LOCAL-181511,Vale de Figueira,4,2,55.0,53.0,8.0,13.0,0.0,0.0,0.0,3.0,0.0,0.0,,1.0,6.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
LOCAL-181512,Valongo dos Azeites,1,0,36.0,37.0,13.0,13.0,0.0,0.0,1.0,3.0,0.0,0.0,,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
LOCAL-181517,Vilarouco e Pereiros,6,2,44.0,118.0,10.0,12.0,1.0,1.0,0.0,0.0,2.0,0.0,,6.0,2.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0
LOCAL-181602,Bordonhos,5,9,112.0,110.0,10.0,16.0,2.0,4.0,3.0,3.0,0.0,2.0,,9.0,1.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0
LOCAL-181620,Carvalhais e Candal,19,18,292.0,222.0,31.0,69.0,8.0,3.0,2.0,9.0,2.0,3.0,,12.0,6.0,2.0,3.0,1.0,0.0,9.0,2.0,0.0,0.0
LOCAL-181606,Figueiredo de Alva,12,23,132.0,173.0,35.0,30.0,3.0,2.0,0.0,8.0,0.0,2.0,,8.0,3.0,1.0,3.0,2.0,1.0,4.0,4.0,2.0,0.0
