,territoryName,null_votes,blank_votes,PS,PPD/PSD.CDS-PP.PPM,CH,B.E.,IL,ADN,PAN,R.I.R.,L,PCP-PEV,E,MAS,MPT,PCTP/MRPP,VP,PPD/PSD,CDS-PP,JPP,PTP,A,NC,PPD/PSD.CDS-PP,PPM
LOCAL-171004,Gouvinhas,3,1,48.0,,11.0,0.0,2.0,,1.0,1.0,0.0,5.0,0.0,0.0,0.0,,0.0,47.0,3.0,,,,0.0,,
LOCAL-171007,Paços,5,2,161.0,,38.0,7.0,8.0,,3.0,0.0,0.0,5.0,0.0,0.0,0.0,,0.0,107.0,8.0,,,,0.0,,
LOCAL-171005,Parada de Pinhão,5,1,74.0,,11.0,5.0,0.0,,3.0,0.0,0.0,2.0,0.0,0.0,0.0,,0.0,90.0,4.0,,,,0.0,,
LOCAL-171016,"Provesende, Gouvães e S.Cristóvão do Douro",1,4,145.0,,20.0,9.0,6.0,,1.0,2.0,0.0,2.0,1.0,1.0,0.0,,0.0,74.0,4.0,,,,1.0,,
LOCAL-171009,Sabrosa,3,4,297.0,,46.0,17.0,19.0,,3.0,2.0,4.0,21.0,0.0,1.0,0.0,,0.0,231.0,17.0,,,,0.0,,
LOCAL-171011,São Lourenço de Ribapinhão,7,0,86.0,,17.0,2.0,0.0,,0.0,2.0,0.0,2.0,0.0,1.0,0.0,,0.0,63.0,5.0,,,,0.0,,
LOCAL-171017,São Martinho de Antas e Paradela de Guiães,7,5,265.0,,49.0,18.0,14.0,,2.0,1.0,2.0,9.0,0.0,0.0,0.0,,0.0,166.0,10.0,,,,1.0,,
LOCAL-171013,Souto Maior,2,3,114.0,,15.0,5.0,1.0,,1.0,2.0,0.0,2.0,0.0,0.0,1.0,,0.0,100.0,4.0,,,,1.0,,
LOCAL-171014,Torre do Pinhão,3,0,41.0,,13.0,4.0,1.0,,2.0,2.0,1.0,0.0,1.0,0.0,0.0,,0.0,93.0,5.0,,,,1.0,,
LOCAL-171015,Vilarinho de São Romão,3,0,65.0,,19.0,5.0,3.0,,0.0,3.0,0.0,1.0,0.0,1.0,0.0,,0.0,40.0,3.0,,,,0.0,,
LOCAL-171101,Alvações do Corgo,2,1,168.0,,8.0,4.0,5.0,,1.0,1.0,0.0,4.0,0.0,1.0,0.0,,0.0,61.0,3.0,,,,1.0,,
LOCAL-171102,Cumieira,3,9,276.0,,39.0,12.0,7.0,,4.0,1.0,1.0,4.0,0.0,3.0,0.0,,1.0,197.0,11.0,,,,0.0,,
LOCAL-171103,Fontes,5,2,241.0,,21.0,5.0,7.0,,4.0,2.0,1.0,2.0,0.0,0.0,0.0,,0.0,139.0,11.0,,,,1.0,,
LOCAL-171111,Lobrigos (S.Miguel e S.João Baptista) e Sanhoane,17,13,734.0,,108.0,34.0,25.0,,12.0,1.0,6.0,25.0,0.0,2.0,0.0,,0.0,442.0,38.0,,,,0.0,,
LOCAL-171112,Louredo e Fornelos,4,2,187.0,,10.0,7.0,8.0,,1.0,1.0,1.0,4.0,0.0,0.0,0.0,,0.0,151.0,1.0,,,,1.0,,
LOCAL-171106,Medrões,4,1,152.0,,15.0,2.0,5.0,,2.0,1.0,0.0,4.0,0.0,1.0,0.0,,0.0,85.0,5.0,,,,0.0,,
LOCAL-171110,Sever,2,2,185.0,,28.0,5.0,2.0,,1.0,0.0,1.0,5.0,0.0,0.0,0.0,,1.0,131.0,4.0,,,,0.0,,
LOCAL-171201,Água Revés e Crasto,1,2,58.0,,8.0,3.0,1.0,,1.0,1.0,0.0,2.0,1.0,1.0,0.0,,0.0,98.0,1.0,,,,1.0,,
LOCAL-171203,Algeriz,3,2,83.0,,17.0,1.0,0.0,,5.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,134.0,6.0,,,,1.0,,
LOCAL-171205,Bouçoães,0,1,48.0,,16.0,5.0,0.0,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,100.0,5.0,,,,1.0,,
LOCAL-171206,Canaveses,0,4,23.0,,14.0,4.0,2.0,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,1.0,67.0,1.0,,,,0.0,,
LOCAL-171232,Carrazedo de Montenegro e Curros,18,7,194.0,,104.0,9.0,10.0,,9.0,2.0,3.0,9.0,1.0,2.0,1.0,,0.0,496.0,24.0,,,,6.0,,
LOCAL-171209,Ervões,5,6,96.0,,22.0,1.0,4.0,,5.0,0.0,0.0,0.0,0.0,3.0,1.0,,0.0,134.0,10.0,,,,1.0,,
LOCAL-171211,Fornos do Pinhal,8,0,43.0,,2.0,5.0,0.0,,0.0,0.0,2.0,0.0,0.0,1.0,0.0,,0.0,150.0,0.0,,,,0.0,,
LOCAL-171212,Friões,7,2,61.0,,11.0,4.0,0.0,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,0.0,179.0,11.0,,,,3.0,,
LOCAL-171233,"Lebução, Fiães e Nozelos",7,0,82.0,,29.0,0.0,0.0,,0.0,0.0,0.0,2.0,0.0,1.0,0.0,,0.0,194.0,4.0,,,,1.0,,
LOCAL-171215,Padrela e Tazem,1,2,50.0,,8.0,0.0,1.0,,2.0,0.0,0.0,3.0,0.0,1.0,0.0,,0.0,85.0,1.0,,,,1.0,,
LOCAL-171216,Possacos,5,1,74.0,,36.0,2.0,0.0,,3.0,1.0,4.0,0.0,2.0,0.0,0.0,,0.0,116.0,2.0,,,,0.0,,
LOCAL-171217,Rio Torto,2,2,49.0,,6.0,0.0,0.0,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,102.0,5.0,,,,0.0,,
LOCAL-171219,Santa Maria de Emeres,1,1,52.0,,17.0,4.0,0.0,,0.0,1.0,2.0,1.0,0.0,1.0,0.0,,0.0,97.0,3.0,,,,0.0,,
LOCAL-171220,Santa Valha,0,2,54.0,,20.0,1.0,1.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,1.0,119.0,5.0,,,,1.0,,
LOCAL-171221,Santiago da Ribeira de Alhariz,2,1,38.0,,20.0,2.0,2.0,,0.0,1.0,0.0,1.0,0.0,2.0,0.0,,0.0,172.0,6.0,,,,1.0,,
LOCAL-171222,São João da Corveira,12,0,116.0,,24.0,1.0,5.0,,2.0,1.0,2.0,2.0,1.0,0.0,0.0,,0.0,108.0,6.0,,,,2.0,,
LOCAL-171223,São Pedro de Veiga de Lila,3,1,58.0,,11.0,1.0,0.0,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,0.0,63.0,7.0,,,,0.0,,
LOCAL-171224,Serapicos,4,0,27.0,,11.0,5.0,1.0,,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,101.0,8.0,,,,1.0,,
LOCAL-171234,Sonim e Barreiros,4,1,69.0,,35.0,4.0,4.0,,2.0,0.0,0.0,1.0,0.0,2.0,0.0,,1.0,107.0,5.0,,,,0.0,,
LOCAL-171235,Tinhela e Alvarelhos,1,2,43.0,,15.0,3.0,3.0,,1.0,3.0,1.0,2.0,0.0,0.0,0.0,,0.0,81.0,6.0,,,,0.0,,
LOCAL-171227,Vales,3,2,40.0,,4.0,1.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,73.0,1.0,,,,0.0,,
LOCAL-171236,Valpaços e Sanfins,28,29,727.0,,258.0,61.0,38.0,,16.0,9.0,12.0,30.0,3.0,2.0,1.0,,2.0,926.0,26.0,,,,1.0,,
LOCAL-171229,Vassal,2,3,55.0,,17.0,4.0,2.0,,0.0,0.0,0.0,3.0,0.0,0.0,0.0,,0.0,124.0,5.0,,,,0.0,,
LOCAL-171230,Veiga de Lila,0,0,22.0,,19.0,0.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,155.0,1.0,,,,0.0,,
LOCAL-171231,Vilarandelo,10,7,130.0,,49.0,1.0,10.0,,2.0,1.0,0.0,2.0,0.0,2.0,1.0,,0.0,225.0,11.0,,,,0.0,,
LOCAL-171302,Alfarela de Jales,6,1,79.0,,13.0,2.0,2.0,,0.0,3.0,0.0,2.0,1.0,1.0,0.0,,0.0,95.0,2.0,,,,0.0,,
LOCAL-171319,Alvão,4,7,175.0,,24.0,2.0,1.0,,3.0,3.0,1.0,5.0,0.0,2.0,0.0,,0.0,287.0,7.0,,,,2.0,,
LOCAL-171303,Bornes de Aguiar,9,11,447.0,,67.0,18.0,12.0,,7.0,6.0,4.0,6.0,1.0,1.0,2.0,,0.0,400.0,17.0,,,,0.0,,
LOCAL-171304,Bragado,6,2,128.0,,8.0,4.0,3.0,,0.0,0.0,1.0,1.0,1.0,1.0,1.0,,1.0,137.0,1.0,,,,1.0,,
LOCAL-171305,Capeludos,2,1,89.0,,6.0,1.0,1.0,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,0.0,129.0,1.0,,,,0.0,,
LOCAL-171320,Pensalvos e Parada de Monteiros,2,0,77.0,,4.0,6.0,0.0,,2.0,1.0,0.0,8.0,0.0,1.0,0.0,,0.0,80.0,6.0,,,,0.0,,
LOCAL-171317,Sabroso de Aguiar,1,4,154.0,,30.0,8.0,2.0,,4.0,0.0,2.0,8.0,0.0,1.0,2.0,,0.0,117.0,2.0,,,,0.0,,
LOCAL-171310,Soutelo de Aguiar,6,3,185.0,,19.0,9.0,0.0,,6.0,1.0,0.0,6.0,0.0,1.0,0.0,,0.0,108.0,4.0,,,,0.0,,
LOCAL-171311,Telões,9,6,276.0,,61.0,17.0,15.0,,4.0,4.0,7.0,5.0,0.0,2.0,2.0,,1.0,284.0,9.0,,,,2.0,,
LOCAL-171312,Tresminas,7,1,68.0,,10.0,0.0,7.0,,2.0,1.0,0.0,8.0,1.0,0.0,1.0,,0.0,115.0,4.0,,,,0.0,,
LOCAL-171313,Valoura,2,1,82.0,,11.0,1.0,2.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,97.0,3.0,,,,0.0,,
LOCAL-171314,Vila Pouca de Aguiar,16,17,856.0,,93.0,30.0,44.0,,19.0,3.0,4.0,40.0,0.0,3.0,1.0,,0.0,676.0,17.0,,,,1.0,,
LOCAL-171315,Vreia de Bornes,5,4,108.0,,27.0,6.0,5.0,,1.0,3.0,3.0,2.0,0.0,1.0,2.0,,1.0,170.0,8.0,,,,0.0,,
LOCAL-171316,Vreia de Jales,10,0,234.0,,42.0,8.0,5.0,,3.0,0.0,3.0,8.0,0.0,0.0,0.0,,0.0,156.0,4.0,,,,1.0,,
LOCAL-171401,Abaças,4,6,266.0,,33.0,10.0,3.0,,2.0,0.0,4.0,13.0,1.0,2.0,0.0,,0.0,183.0,4.0,,,,2.0,,
LOCAL-171431,Adoufe e Vilarinho de Samardã,10,20,625.0,,127.0,32.0,37.0,,16.0,4.0,10.0,35.0,2.0,3.0,3.0,,3.0,541.0,28.0,,,,0.0,,
LOCAL-171403,Andrães,9,2,340.0,,87.0,20.0,14.0,,10.0,5.0,2.0,9.0,0.0,3.0,0.0,,1.0,388.0,17.0,,,,1.0,,
LOCAL-171404,Arroios,2,8,249.0,,53.0,24.0,26.0,,18.0,5.0,3.0,10.0,2.0,0.0,0.0,,5.0,293.0,9.0,,,,1.0,,
LOCAL-171432,Borbela e Lamas de Olo,14,12,596.0,,130.0,46.0,40.0,,17.0,12.0,9.0,9.0,2.0,6.0,0.0,,0.0,599.0,19.0,,,,1.0,,
LOCAL-171406,Campeã,9,9,297.0,,44.0,19.0,5.0,,6.0,1.0,2.0,7.0,1.0,2.0,0.0,,0.0,384.0,15.0,,,,2.0,,
LOCAL-171433,Constantim e Vale de Nogueiras,11,19,381.0,,95.0,27.0,25.0,,9.0,6.0,3.0,15.0,2.0,1.0,0.0,,0.0,438.0,10.0,,,,2.0,,
LOCAL-171409,Folhadela,7,16,531.0,,90.0,44.0,31.0,,8.0,4.0,8.0,28.0,1.0,1.0,1.0,,1.0,454.0,15.0,,,,1.0,,
LOCAL-171410,Guiães,2,1,83.0,,36.0,8.0,1.0,,0.0,0.0,0.0,5.0,0.0,0.0,0.0,,0.0,110.0,7.0,,,,2.0,,
LOCAL-171414,Lordelo,18,11,678.0,,130.0,58.0,66.0,,19.0,9.0,8.0,27.0,5.0,2.0,1.0,,1.0,557.0,13.0,,,,3.0,,
LOCAL-171415,Mateus,13,20,749.0,,142.0,78.0,85.0,,24.0,9.0,13.0,39.0,0.0,1.0,0.0,,1.0,813.0,20.0,,,,1.0,,
LOCAL-171416,Mondrões,3,3,245.0,,58.0,10.0,17.0,,1.0,5.0,3.0,7.0,0.0,1.0,0.0,,1.0,208.0,11.0,,,,2.0,,
LOCAL-171434,Mouçós e Lamares,23,22,763.0,,183.0,43.0,37.0,,16.0,5.0,24.0,35.0,1.0,3.0,1.0,,1.0,800.0,38.0,,,,2.0,,
LOCAL-171435,Nogueira e Ermida,4,4,241.0,,54.0,7.0,4.0,,2.0,4.0,2.0,5.0,1.0,0.0,0.0,,0.0,186.0,10.0,,,,0.0,,
LOCAL-171420,Parada de Cunhos,10,11,472.0,,59.0,38.0,22.0,,13.0,2.0,10.0,22.0,1.0,2.0,0.0,,1.0,321.0,9.0,,,,0.0,,
LOCAL-171436,"Pena, Quintã e Vila Cova",5,3,155.0,,34.0,7.0,3.0,,4.0,1.0,1.0,2.0,2.0,3.0,1.0,,2.0,231.0,19.0,,,,3.0,,
LOCAL-171437,São Tomé do Castelo e Justes,10,12,218.0,,48.0,20.0,6.0,,8.0,8.0,1.0,12.0,1.0,0.0,0.0,,2.0,265.0,11.0,,,,0.0,,
LOCAL-171426,Torgueda,7,5,461.0,,51.0,24.0,14.0,,4.0,7.0,4.0,6.0,0.0,1.0,1.0,,0.0,310.0,11.0,,,,1.0,,
LOCAL-171429,Vila Marim,9,12,436.0,,62.0,20.0,16.0,,5.0,3.0,5.0,15.0,0.0,2.0,0.0,,2.0,413.0,16.0,,,,1.0,,
LOCAL-171438,Vila Real,69,111,3941.0,,604.0,389.0,334.0,,126.0,22.0,130.0,262.0,5.0,12.0,6.0,,8.0,3895.0,126.0,,,,10.0,,
LOCAL-180101,Aldeias,4,1,32.0,,19.0,6.0,5.0,0.0,1.0,1.0,1.0,5.0,2.0,1.0,0.0,,0.0,84.0,6.0,,1.0,,0.0,,
LOCAL-180121,Aricera e Goujoim,3,0,39.0,,2.0,0.0,6.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,34.0,22.0,,0.0,,0.0,,
LOCAL-180120,Armamar,7,9,245.0,,64.0,25.0,28.0,2.0,5.0,4.0,5.0,30.0,0.0,1.0,1.0,,1.0,292.0,16.0,,1.0,,0.0,,
LOCAL-180104,Cimbres,1,0,33.0,,18.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,,0.0,68.0,2.0,,0.0,,0.0,,
LOCAL-180106,Folgosa,1,2,74.0,,13.0,6.0,3.0,0.0,0.0,0.0,1.0,12.0,0.0,0.0,0.0,,1.0,54.0,3.0,,0.0,,0.0,,
LOCAL-180107,Fontelo,4,3,153.0,,11.0,8.0,1.0,0.0,0.0,2.0,2.0,9.0,0.0,0.0,0.0,,1.0,133.0,5.0,,0.0,,0.0,,
LOCAL-180109,Queimada,3,1,40.0,,11.0,4.0,12.0,0.0,2.0,4.0,0.0,3.0,0.0,0.0,0.0,,1.0,51.0,10.0,,0.0,,0.0,,
LOCAL-180110,Queimadela,5,2,57.0,,6.0,1.0,5.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,0.0,71.0,3.0,,0.0,,0.0,,
LOCAL-180111,Santa Cruz,0,0,16.0,,8.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,,0.0,53.0,6.0,,0.0,,0.0,,
LOCAL-180114,São Cosmado,2,1,113.0,,10.0,3.0,2.0,0.0,4.0,1.0,1.0,4.0,1.0,0.0,0.0,,0.0,92.0,5.0,,1.0,,1.0,,
LOCAL-180115,São Martinho das Chãs,1,0,75.0,,19.0,5.0,6.0,0.0,4.0,1.0,1.0,2.0,0.0,0.0,0.0,,0.0,152.0,6.0,,0.0,,0.0,,
LOCAL-180122,São Romão e Santiago,3,0,54.0,,10.0,2.0,2.0,0.0,1.0,1.0,2.0,6.0,0.0,0.0,0.0,,1.0,55.0,4.0,,0.0,,0.0,,
LOCAL-180118,Vacalar,2,1,45.0,,12.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,1.0,45.0,1.0,,0.0,,0.0,,
LOCAL-180123,Vila Seca e Santo Adrião,5,2,96.0,,15.0,2.0,3.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,,1.0,59.0,8.0,,0.0,,0.0,,
LOCAL-180201,Beijós,4,8,205.0,,57.0,6.0,11.0,1.0,4.0,2.0,2.0,2.0,0.0,1.0,1.0,,1.0,186.0,5.0,,2.0,,3.0,,
LOCAL-180202,Cabanas de Viriato,13,10,347.0,,48.0,24.0,18.0,0.0,6.0,2.0,3.0,6.0,0.0,1.0,0.0,,1.0,242.0,11.0,,1.0,,1.0,,
LOCAL-180208,Carregal do Sal,22,25,629.0,,137.0,56.0,44.0,2.0,10.0,3.0,12.0,19.0,1.0,2.0,2.0,,3.0,551.0,25.0,,2.0,,0.0,,
LOCAL-180204,Oliveira do Conde,15,17,663.0,,108.0,53.0,21.0,1.0,18.0,3.0,8.0,29.0,0.0,1.0,1.0,,2.0,490.0,24.0,,2.0,,1.0,,
LOCAL-180206,Parada,2,3,149.0,,33.0,24.0,2.0,0.0,3.0,0.0,0.0,6.0,0.0,0.0,0.0,,1.0,119.0,16.0,,0.0,,0.0,,
LOCAL-180301,Almofala,1,2,34.0,,5.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,61.0,9.0,,0.0,,0.0,,
LOCAL-180303,Cabril,1,0,109.0,,8.0,2.0,5.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,,1.0,56.0,4.0,,0.0,,0.0,,
LOCAL-180304,Castro Daire,20,35,740.0,,217.0,52.0,62.0,1.0,22.0,6.0,10.0,43.0,0.0,1.0,0.0,,1.0,909.0,35.0,,1.0,,2.0,,
LOCAL-180305,Cujó,2,2,48.0,,10.0,1.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,,0.0,80.0,6.0,,2.0,,0.0,,
LOCAL-180309,Gosende,4,6,95.0,,22.0,5.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,,0.0,54.0,6.0,,0.0,,0.0,,
LOCAL-180323,"Mamouros, Alva e Ribolhos",3,6,258.0,,96.0,9.0,7.0,2.0,3.0,1.0,3.0,5.0,0.0,0.0,0.0,,1.0,257.0,8.0,,1.0,,0.0,,
LOCAL-180324,Mezio e Moura Morta,4,13,81.0,,25.0,7.0,1.0,0.0,4.0,1.0,0.0,4.0,0.0,0.0,1.0,,0.0,112.0,9.0,,0.0,,0.0,,
LOCAL-180312,Mões,4,4,344.0,,100.0,19.0,18.0,0.0,4.0,8.0,10.0,6.0,0.0,1.0,1.0,,1.0,291.0,13.0,,1.0,,0.0,,
LOCAL-180313,Moledo,5,3,185.0,,38.0,4.0,0.0,0.0,1.0,3.0,3.0,1.0,1.0,0.0,1.0,,0.0,209.0,5.0,,1.0,,0.0,,
LOCAL-180314,Monteiras,1,3,71.0,,36.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,107.0,13.0,,0.0,,1.0,,
LOCAL-180325,Parada de Ester e Ester,8,1,196.0,,19.0,2.0,3.0,0.0,4.0,1.0,0.0,3.0,0.0,0.0,1.0,,1.0,147.0,3.0,,0.0,,0.0,,
LOCAL-180317,Pepim,3,0,50.0,,7.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,79.0,1.0,,0.0,,0.0,,
LOCAL-180326,Picão e Ermida,5,0,64.0,,19.0,8.0,5.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,,0.0,110.0,12.0,,0.0,,0.0,,
LOCAL-180319,Pinheiro,3,3,148.0,,26.0,2.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0,0.0,,1.0,147.0,5.0,,1.0,,0.0,,
LOCAL-180327,Reriz e Gafanhão,4,4,156.0,,25.0,1.0,4.0,0.0,2.0,3.0,1.0,5.0,0.0,0.0,0.0,,2.0,110.0,8.0,,0.0,,1.0,,
LOCAL-180322,São Joaninho,4,2,58.0,,29.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,0.0,78.0,2.0,,0.0,,0.0,,
LOCAL-180418,"Alhões, Bustelo, Gralheira e Ramires",2,4,175.0,,41.0,3.0,6.0,0.0,1.0,4.0,0.0,5.0,1.0,0.0,0.0,,1.0,110.0,6.0,,1.0,,0.0,,
LOCAL-180403,Cinfães,14,8,756.0,,72.0,42.0,20.0,4.0,12.0,8.0,10.0,19.0,1.0,3.0,0.0,,2.0,455.0,13.0,,0.0,,3.0,,
LOCAL-180404,Espadanedo,4,2,193.0,,26.0,9.0,11.0,1.0,3.0,8.0,0.0,2.0,1.0,0.0,0.0,,1.0,251.0,7.0,,1.0,,1.0,,
LOCAL-180405,Ferreiros de Tendais,2,0,144.0,,18.0,2.0,4.0,0.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,,0.0,50.0,12.0,,0.0,,0.0,,
LOCAL-180406,Fornelos,2,1,177.0,,8.0,2.0,3.0,1.0,1.0,8.0,1.0,3.0,0.0,0.0,0.0,,0.0,77.0,6.0,,0.0,,0.0,,
LOCAL-180408,Moimenta,5,0,106.0,,4.0,3.0,1.0,0.0,2.0,1.0,2.0,4.0,1.0,0.0,0.0,,0.0,53.0,3.0,,0.0,,0.0,,
LOCAL-180409,Nespereira,17,6,359.0,,30.0,20.0,9.0,0.0,3.0,11.0,2.0,7.0,0.0,0.0,0.0,,1.0,376.0,16.0,,3.0,,0.0,,
LOCAL-180410,Oliveira do Douro,7,7,380.0,,29.0,15.0,3.0,0.0,5.0,2.0,2.0,10.0,1.0,2.0,0.0,,0.0,122.0,4.0,,0.0,,0.0,,
LOCAL-180412,Santiago de Piães,6,10,324.0,,18.0,18.0,7.0,0.0,1.0,7.0,2.0,6.0,2.0,0.0,1.0,,0.0,195.0,9.0,,0.0,,0.0,,
LOCAL-180413,São Cristóvão de Nogueira,6,6,419.0,,42.0,12.0,5.0,3.0,3.0,6.0,1.0,7.0,1.0,1.0,0.0,,0.0,200.0,1.0,,0.0,,0.0,,
LOCAL-180414,Souselo,11,7,634.0,,46.0,21.0,14.0,2.0,10.0,14.0,0.0,15.0,2.0,1.0,3.0,,0.0,372.0,15.0,,0.0,,1.0,,
LOCAL-180415,Tarouquela,3,4,285.0,,18.0,7.0,4.0,0.0,4.0,2.0,3.0,4.0,0.0,0.0,0.0,,2.0,175.0,7.0,,1.0,,0.0,,
LOCAL-180416,Tendais,2,4,140.0,,26.0,2.0,5.0,0.0,0.0,1.0,3.0,4.0,0.0,0.0,0.0,,0.0,160.0,10.0,,1.0,,0.0,,
LOCAL-180417,Travanca,5,2,241.0,,31.0,7.0,6.0,0.0,2.0,5.0,1.0,5.0,0.0,0.0,0.0,,3.0,70.0,1.0,,1.0,,0.0,,
LOCAL-180502,Avões,3,0,125.0,,13.0,5.0,5.0,0.0,0.0,1.0,0.0,35.0,2.0,0.0,0.0,,0.0,77.0,4.0,,0.0,,1.0,,
LOCAL-180526,"Bigorne, Magueija e Pretarouca",6,6,163.0,,23.0,19.0,3.0,0.0,1.0,1.0,4.0,17.0,1.0,1.0,0.0,,1.0,150.0,8.0,,0.0,,0.0,,
LOCAL-180504,Britiande,3,0,215.0,,29.0,23.0,6.0,0.0,3.0,2.0,2.0,10.0,0.0,0.0,0.0,,0.0,191.0,11.0,,0.0,,0.0,,
LOCAL-180505,Cambres,10,9,419.0,,61.0,10.0,15.0,0.0,5.0,1.0,4.0,14.0,0.0,0.0,0.0,,0.0,194.0,4.0,,1.0,,1.0,,
LOCAL-180527,"Cepões, Meijinhos e Melcões",8,2,228.0,,29.0,7.0,9.0,0.0,5.0,3.0,4.0,6.0,0.0,0.0,0.0,,1.0,260.0,11.0,,0.0,,0.0,,
LOCAL-180507,Ferreirim,6,5,214.0,,43.0,3.0,3.0,0.0,2.0,0.0,1.0,7.0,0.0,1.0,0.0,,2.0,168.0,15.0,,1.0,,0.0,,
LOCAL-180508,Ferreiros de Avões,2,1,115.0,,16.0,4.0,5.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,,1.0,83.0,10.0,,0.0,,0.0,,
LOCAL-180509,Figueira,4,0,60.0,,13.0,3.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,,1.0,63.0,8.0,,0.0,,0.0,,
LOCAL-180510,Lalim,8,3,158.0,,29.0,1.0,3.0,0.0,3.0,4.0,2.0,2.0,0.0,0.0,0.0,,1.0,202.0,8.0,,0.0,,0.0,,
LOCAL-180525,Lamego (Almacave e Sé),60,47,2765.0,,485.0,197.0,172.0,2.0,80.0,8.0,33.0,167.0,3.0,2.0,5.0,,11.0,2310.0,149.0,,1.0,,3.0,,
LOCAL-180511,Lazarim,3,2,99.0,,23.0,6.0,0.0,0.0,0.0,2.0,3.0,2.0,1.0,1.0,0.0,,1.0,110.0,8.0,,0.0,,0.0,,
LOCAL-180528,Parada do Bispo e Valdigem,4,1,286.0,,45.0,2.0,9.0,0.0,6.0,1.0,1.0,10.0,0.0,0.0,0.0,,0.0,139.0,6.0,,0.0,,0.0,,
LOCAL-180516,Penajóia,5,0,180.0,,46.0,4.0,3.0,0.0,3.0,6.0,1.0,7.0,0.0,0.0,0.0,,0.0,131.0,13.0,,0.0,,0.0,,
LOCAL-180517,Penude,17,6,348.0,,64.0,24.0,12.0,0.0,2.0,4.0,5.0,10.0,1.0,0.0,0.0,,0.0,248.0,16.0,,1.0,,1.0,,
LOCAL-180519,Samodães,2,0,51.0,,9.0,3.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,,0.0,15.0,0.0,,0.0,,0.0,,
LOCAL-180520,Sande,5,1,234.0,,37.0,12.0,9.0,0.0,2.0,0.0,1.0,7.0,0.0,0.0,1.0,,0.0,108.0,3.0,,0.0,,0.0,,
LOCAL-180523,Várzea de Abrunhais,2,0,106.0,,18.0,6.0,2.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,,0.0,55.0,5.0,,0.0,,0.0,,
LOCAL-180524,Vila Nova de Souto d'El-Rei,4,2,148.0,,30.0,4.0,9.0,1.0,6.0,6.0,1.0,7.0,2.0,0.0,1.0,,1.0,156.0,8.0,,0.0,,4.0,,
LOCAL-180601,Abrunhosa-a-Velha,2,0,95.0,,12.0,12.0,1.0,0.0,2.0,3.0,3.0,3.0,0.0,0.0,0.0,,0.0,75.0,6.0,,0.0,,0.0,,
LOCAL-180602,Alcafache,3,6,223.0,,41.0,15.0,5.0,1.0,1.0,2.0,3.0,10.0,0.0,0.0,1.0,,0.0,117.0,3.0,,0.0,,1.0,,
LOCAL-180605,Cunha Baixa,5,4,168.0,,45.0,9.0,9.0,0.0,7.0,0.0,0.0,4.0,0.0,1.0,0.0,,1.0,149.0,10.0,,0.0,,0.0,,
LOCAL-180606,Espinho,11,4,181.0,,48.0,10.0,5.0,0.0,0.0,3.0,1.0,4.0,0.0,1.0,0.0,,2.0,158.0,12.0,,0.0,,0.0,,
LOCAL-180607,Fornos de Maceira Dão,9,9,304.0,,67.0,18.0,11.0,0.0,3.0,4.0,4.0,12.0,1.0,0.0,1.0,,1.0,246.0,8.0,,0.0,,0.0,,
LOCAL-180608,Freixiosa,0,5,53.0,,3.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,0.0,50.0,0.0,,0.0,,0.0,,
